bd,gov.bd,government,https://en.wikipedia.org/wiki/.bd
bd,mil.bd,military,https://en.wikipedia.org/wiki/.bd
bi,gov.bi,government,
bw,gov.bw,government,
ca,gouv.ab.ca,government,https://en.wikipedia.org/wiki/.ca
ca,gouv.bc.ca,government,https://en.wikipedia.org/wiki/.ca
ca,gouv.mb.ca,government,https://en.wikipedia.org/wiki/.ca
ca,gouv.nb.ca,government,https://en.wikipedia.org/wiki/.ca
ca,gouv.nf.ca,government,https://en.wikipedia.org/wiki/.ca
ca,gouv.nl.ca,government,https://en.wikipedia.org/wiki/.ca
ca,gouv.ns.ca,government,https://en.wikipedia.org/wiki/.ca
ca,gouv.nt.ca,government,https://en.wikipedia.org/wiki/.ca
ca,gouv.nu.ca,government,https://en.wikipedia.org/wiki/.ca
ca,gouv.on.ca,government,https://en.wikipedia.org/wiki/.ca
ca,gouv.pe.ca,government,https://en.wikipedia.org/wiki/.ca
ca,gouv.qc.ca,government,https://en.wikipedia.org/wiki/.ca
ca,gouv.sk.ca,government,https://en.wikipedia.org/wiki/.ca
ca,gouv.yk.ca,government,https://en.wikipedia.org/wiki/.ca
cf,gouv.cf,government,
cg,gouv.cg,government,
ch,admin.ch,government,
cv,gov.cv,government,
cz,gov.cz,government,
dj,gov.dj,government,
er,gov.er,government,https://en.wikipedia.org/wiki/.er
fj,gov.fj,government,
ga,go.ga,government,https://en.wikipedia.org/wiki/.ga
ga,gouv.ga,government,https://en.wikipedia.org/wiki/.ga
gm,edu.gm,education,https://en.wikipedia.org/wiki/.gm
gm,gov.gm,government,https://en.wikipedia.org/wiki/.gm
gq,gov.gq,government,https://en.wikipedia.org/wiki/.gq
gq,mil.gq,military,https://en.wikipedia.org/wiki/.gq
hr,gov.hr,government,
hu,gov.hu,government,https://en.wikipedia.org/wiki/.hu
jm,edu.jm,education,https://en.wikipedia.org/wiki/.jm
jm,gov.jm,government,https://en.wikipedia.org/wiki/.jm
jm,mil.jm,military,https://en.wikipedia.org/wiki/.jm
kh,edu.kh,education,
kh,gov.kh,government,
kh,mil.kh,military,
ls,gov.ls,government,https://en.wikipedia.org/wiki/.ls
md,gov.md,government,
mm,gov.mm,government,https://en.wikipedia.org/wiki/.mm
mp,gov.mp,government,https://en.wikipedia.org/wiki/.mp
mt,gov.mt,government,https://en.wikipedia.org/wiki/.mt
na,gov.na,government,
np,gov.np,government,https://en.wikipedia.org/wiki/.np
np,mil.np,military,https://en.wikipedia.org/wiki/.np
pg,gov.pg,government,https://en.wikipedia.org/wiki/.pg
pg,mil.pg,military,https://en.wikipedia.org/wiki/.pg
sk,gov.sk,government,
so,gov.so,government,https://en.wikipedia.org/wiki/.so
sr,gov.sr,government,
ss,gov.ss,government,https://en.wikipedia.org/wiki/.ss
sz,gov.sz,government,https://en.wikipedia.org/wiki/.sz
td,gouv.td,government,https://web.archive.org/web/20170814151158/http://www.nic.td/wp-content/uploads/2016/03/Charte-de-nommage-Final.pdf
td,nat.td,government,https://web.archive.org/web/20170814151158/http://www.nic.td/wp-content/uploads/2016/03/Charte-de-nommage-Final.pdf
td,presid.td,government,https://web.archive.org/web/20170814151158/http://www.nic.td/wp-content/uploads/2016/03/Charte-de-nommage-Final.pdf
tg,gouv.tg,government,
us,cc.ak.us,education,https://en.wikipedia.org/wiki/.us
us,cc.al.us,education,https://en.wikipedia.org/wiki/.us
us,cc.ar.us,education,https://en.wikipedia.org/wiki/.us
us,cc.as.us,education,https://en.wikipedia.org/wiki/.us
us,cc.az.us,education,https://en.wikipedia.org/wiki/.us
us,cc.ca.us,education,https://en.wikipedia.org/wiki/.us
us,cc.co.us,education,https://en.wikipedia.org/wiki/.us
us,cc.ct.us,education,https://en.wikipedia.org/wiki/.us
us,cc.dc.us,education,https://en.wikipedia.org/wiki/.us
us,cc.de.us,education,https://en.wikipedia.org/wiki/.us
us,cc.fl.us,education,https://en.wikipedia.org/wiki/.us
us,cc.ga.us,education,https://en.wikipedia.org/wiki/.us
us,cc.hi.us,education,https://en.wikipedia.org/wiki/.us
us,cc.ia.us,education,https://en.wikipedia.org/wiki/.us
us,cc.id.us,education,https://en.wikipedia.org/wiki/.us
us,cc.il.us,education,https://en.wikipedia.org/wiki/.us
us,cc.in.us,education,https://en.wikipedia.org/wiki/.us
us,cc.ks.us,education,https://en.wikipedia.org/wiki/.us
